玉,玉,玉,1,AAA,ギョク,"たま, たま〜, 〜だま","おう, だん","jewel, ball","玉 (たま): ball, sphere, globe, orb",1,737
王,王,王,1,AAA,"オウ, 〜ノウ",,"おお, おおきみ, わ","king, rule, magnate","王 (おう): king, ruler, sovereign, monarch<br>女王 (じょおう): queen<br>王子 (おうじ): prince<br>王様 (おうさま): king<br>国王 (こくおう): king, queen, monarch, sovereign",1,684
珍,珍,珍,1,AAA,チン,"めずら·しい, たから",じん,"rare, curious, strange","珍しい (めずらしい): unusual, rare, curious",8,1330
珠,珠,珠,1,AAA,シュ,たま,"す, とも, ま, み","pearl, gem, jewel",真珠 (しんじゅ): pearl,8,1711
班,班,班,1,AAA,ハン,,,"squad, corps, unit, group",,6,1592
現,現,现,2,AAB,ゲン,"あらわ·れる, あらわ·す, うつつ, うつ·つ","あきら, きら","present, existing, actual","現在 (げんざい): now, current, present, present time, as of<br>現実 (げんじつ): reality, actuality, hard fact<br>現場 (げんば): actual spot, scene, scene of the crime, site, location, setting<br>現状 (げんじょう): present condition, existing state, status quo, current state<br>現代 (げんだい): nowadays, modern era, modern times, present-day",5,85
球,球,球,1,AAA,キュウ,たま,く,"ball, sphere","地球 (ちきゅう): Earth, the globe<br>球 (きゅう): sphere<br>電球 (でんきゅう): light bulb<br>眼球 (がんきゅう): eyeball<br>球根 (きゅうこん): (plant) bulb",3,302
理,理,理,1,AAA,リ,ことわり,"あや, おさむ, さと, さとる, ただ, ただし, とおる, に, のり, ひ, まこと, まさ, まさし, まろ, みち, よし","logic, arrangement, reason, justice, truth","料理 (りょうり): cooking, cookery, cuisine, meal, food, dish, item on a menu<br>理由 (りゆう): reason, pretext, motive<br>無理 (むり): unreasonable, unnatural, unjustifiable<br>地理 (ちり): geography<br>管理 (かんり): control, management (e.g. of a business)",2,86
琴,琴,琴,1,AAA,"キン, ゴン",こと,,"harp, koto",琴 (こと): koto (13-stringed Japanese zither),8,1591
環,環,环,2,AAB,カン,わ,"たま, たまき","ring, circle, link, wheel","環境 (かんきょう): environment, circumstance<br>循環 (じゅんかん): circulation, rotation, cycle, loop",8,409
璽,璽,玺,2,AAB,ジ,,,emperor's seal,,8,
瓶,瓶,瓶,1,AAA,ビン,"かめ, へい","べ, ぺ","bottle, vial, jar, jug, vat, urn","花瓶 (かびん): (flower) vase<br>瓶 (びん): bottle, jar, decanter, flagon, phial, vial<br>瓶詰め (びんづめ): bottling, bottled",8,1528
甘,甘,甘,1,AAA,カン,"あま·い, あま·える, あま·やかす, うま·い",かも,"sweet, coax, pamper, be content, sugary","甘い (あまい): sweet-tasting, sweet, sugary, sugared<br>甘やかす (あまやかす): to pamper, to spoil<br>甘口 (あまくち): sweet flavour, sweet flavor, mildness<br>甘える (あまえる): to behave like a spoiled child, to fawn on",8,1248
甚,甚,甚,1,AAA,ジン,"はなは·だ, はなは·だしい",じ,"tremendously, very, great, exceedingly","甚だしい (はなはだしい): extreme, excessive, terrible, intense, severe, serious, tremendous, heavy (damage)<br>甚だ (はなはだ): very, greatly, exceedingly",8,1961
生,生,生,1,AAA,"セイ, ショウ","い·きる, い·かす, い·ける, う·まれる, うま·れる, う·まれ, うまれ, う·む, お·う, は·える, は·やす, き, なま, なま〜, な·る, な·す, む·す, 〜う","あさ, いき, いく, いけ, うぶ, うまい, え, おい, ぎゅう, くるみ, ごせ, さ, じょう, すぎ, そ, そう, ちる, なば, にう, にゅう, ふ, み, もう, よい, りゅう","life, genuine, birth","学生 (がくせい): student (esp. a university student)<br>生徒 (せいと): pupil, student, schoolchild<br>先生 (せんせい): teacher, instructor, master<br>留学生 (りゅうがくせい): overseas student, exchange student<br>生活 (せいかつ): living, life (one's daily existence), livelihood",1,29
産,産,产,2,AAB,サン,"う·む, う·まれる, うぶ〜, む·す",もと,"products, bear, give birth, yield, childbirth, native, property","産業 (さんぎょう): industry<br>生産 (せいさん): production, manufacture<br>財産 (ざいさん): property, fortune, assets<br>破産 (はさん): bankruptcy, insolvency<br>土産 (みやげ): local specialty or souvenir bought as a gift while travelling",4,161
用,用,用,1,AAA,ヨウ,もち·いる,たから,"utilize, business, service, use, employ","利用 (りよう): use, utilization, utilisation, application<br>用意 (ようい): preparation, arrangements, provision, getting ready, laying out (e.g. a meal)<br>用事 (ようじ): tasks, things to do, errand, business (to take care of), affairs, engagement<br>使用 (しよう): use, application, employment, utilization, utilisation<br>費用 (ひよう): cost, expense",2,107
田,田,田,1,AAA,デン,た,"いなか, おか, たん, で, とう, や","rice field, rice paddy","田舎 (いなか): rural area, countryside, the sticks<br>田植え (たうえ): rice planting<br>水田 (すいでん): (water-filled) paddy field<br>田園 (でんえん): the country, countryside, rural districts",1,90
由,由,由,1,AAA,"ユ, ユウ, ユイ","よし, よ·る",,"wherefore, a reason","自由 (じゆう): freedom, liberty<br>理由 (りゆう): reason, pretext, motive<br>経由 (けいゆ): going through, going via, going by way of<br>不自由 (ふじゆう): discomfort, inconvenience<br>由 (よし): reason, significance, cause",3,325
甲,甲,甲,1,AAA,"コウ, カン",きのえ,"かぶと, き, まさ, まさる","armor, high (voice), A grade, first class, former, instep, carapace","甲 (こう): carapace, shell",8,1073
申,申,申,1,AAA,シン,"もう·す, もう·し〜, さる",,"have the honor to, sign of the monkey, 3-5PM, ninth sign of Chinese zodiac","申し上げる (もうしあげる): to say, to tell, to state, to express, to offer, to extend (greetings, congratulations, etc.)<br>申す (もうす): to say, to be called<br>申し訳 (もうしわけ): apology, excuse<br>申し込む (もうしこむ): to apply for, to make an application, to propose (marriage), to offer (mediation), to make an overture (of peace), to challenge, to lodge (objections), to request (an interview), to subscribe for, to book, to reserve<br>申請 (しんせい): application, request, petition",3,492
男,男,男,1,AAA,"ダン, ナン","おとこ, お",み,male,"男 (おとこ): man, male<br>男の子 (おとこのこ): boy, son, baby boy<br>男性 (だんせい): man, male<br>男子 (だんし): youth, young man<br>長男 (ちょうなん): eldest son (may be the only son), first-born son",1,240
町,町,町,1,AAA,チョウ,まち,,"town, village, block, street","町 (まち): town, block, neighbourhood, neighborhood<br>下町 (したまち): low-lying part of a city (usu. containing shops, factories, etc.)",1,292
画,畫,画,3,ABA,"ガ, カク, エ, カイ","えが·く, かく·する, かぎ·る, はかりごと, はか·る",,"brush-stroke, picture","映画 (えいが): movie, film<br>映画館 (えいがかん): movie theatre, movie theater, cinema<br>計画 (けいかく): plan, project, schedule, scheme, program, programme<br>漫画 (まんが): cartoon, comic, comic strip, manga<br>絵画 (かいが): painting, picture",2,199
界,界,界,1,AAA,カイ,,,"world, boundary","世界 (せかい): the world, society, the universe<br>限界 (げんかい): limit, bound<br>境界 (きょうかい): boundary, border, limit, bounds, frontier",3,158
畑,,,0,ANN,,"はた, はたけ, 〜ばたけ","かま, まま","farm, field, garden, one's specialty, (kokuji)","畑 (はたけ): field (for fruits, vegetables, etc.), cultivated land, vegetable plot, kitchen garden, plantation<br>畑地 (はたち): farmland",3,1176
畔,畔,畔,1,AAA,ハン,"あぜ, くろ, ほとり",ぐろ,"paddy ridge, levee",,8,2049
留,留,留,1,AAA,"リュウ, ル","と·める, と·まる, とど·める, とど·まる, るうぶる",とめ,"detain, fasten, halt, stop","留学生 (りゅうがくせい): overseas student, exchange student<br>留守 (るす): absence, being away from home<br>留学 (りゅうがく): studying abroad<br>停留所 (ていりゅうじょ): stop (bus, tram, etc.), station, stopping place<br>書留 (かきとめ): registered mail, registered post, registration (of mail)",5,731
畜,畜,畜,1,AAA,チク,,,"livestock, domestic fowl and animals","牧畜 (ぼくちく): stock-farming, livestock farming, cattle breeding<br>家畜 (かちく): domestic animals, livestock, cattle<br>畜産 (ちくさん): animal husbandry, livestock industry",8,1824
畝,畝,亩,2,AAB,"ボウ, ホ, モ, ム","せ, うね",,"furrow, thirty tsubo, ridge, rib",,8,2327
略,略,略,1,AAA,リャク,"ほぼ, はぶ·く, おか·す, おさ·める, はかりごと, はか·る",,"abbreviation, omission, outline, shorten, capture, plunder","略 (ほぼ): almost, roughly, approximately<br>省略 (しょうりゃく): omission, abbreviation, abridgment, abridgement<br>侵略 (しんりゃく): aggression, invasion, raid<br>略奪 (りゃくだつ): pillage, plunder, looting, robbery<br>略語 (りゃくご): abbreviation, acronym",5,774
番,番,番,1,AAA,バン,つが·い,"は, ま","turn, number in a series","一番 (いちばん): number one, first, first place<br>番号 (ばんごう): number, series of digits<br>交番 (こうばん): police box, small neighborhood police station<br>番組 (ばんぐみ): program (e.g. TV), programme<br>順番 (じゅんばん): turn (in line), order of things, sequential order",2,348
異,異,异,2,AAB,イ,"こと, こと·なる, け",,"uncommon, different, queerness, strangeness, wonderful, curious, unusual","異常 (いじょう): strangeness, abnormality, disorder<br>異なる (ことなる): to differ, to vary, to disagree<br>異論 (いろん): different opinion, objection<br>異議 (いぎ): objection, dissent, protest<br>異動 (いどう): change (personnel), transfer, reshuffle",6,631
畳,疊,叠,5,ABC,"ジョウ, チョウ","たた·む, たたみ, かさ·なる",,"tatami mat, counter for tatami mats, fold, shut up, do away with","畳 (たたみ): tatami mat, Japanese straw floor coverings",8,1665
疎,疎,疎,1,AAA,"ソ, ショ","うと·い, うと·む, まば·ら",,"alienate, rough, neglect, shun, sparse, penetrate",過疎 (かそ): depopulation,8,1572
疑,疑,疑,1,AAA,ギ,うたが·う,,"doubt, distrust, be suspicious, question","疑問 (ぎもん): doubt, question, suspicion, dubiousness<br>疑う (うたがう): to doubt, to distrust, to be suspicious of, to suspect<br>疑惑 (ぎわく): doubt, misgivings, distrust, suspicion<br>質疑 (しつぎ): question",6,283
疫,疫,疫,1,AAA,"エキ, ヤク",,,epidemic,,8,1661
疲,疲,疲,1,AAA,ヒ,"つか·れる, 〜づか·れ, つか·らす",,"exhausted, tire, weary","疲れる (つかれる): to get tired, to tire, to get fatigued, to become exhausted, to grow weary<br>疲れ (つかれ): tiredness, fatigue<br>疲労 (ひろう): fatigue, weariness",8,1263
疾,疾,疾,1,AAA,シツ,はや·い,,rapidly,,8,1577
病,病,病,1,AAA,"ビョウ, ヘイ","や·む, 〜や·み, やまい",,"ill, sick","病院 (びょういん): hospital, clinic, doctor's office, doctor's surgery, infirmary<br>病気 (びょうき): illness (usu. excluding minor ailments, e.g. colds), disease, sickness<br>看病 (かんびょう): nursing (a patient)<br>発病 (はつびょう): attack (disease)<br>病む (やむ): to fall ill",3,384
症,症,症,1,AAA,ショウ,,,"symptoms, illness","症状 (しょうじょう): symptoms, condition (of a patient)<br>症 (しょう): illness",8,1111
痘,痘,痘,1,AAA,トウ,,,"pox, smallpox",,8,
痛,痛,痛,1,AAA,ツウ,"いた·い, いた·む, いた·ましい, いた·める",,"pain, hurt, damage, bruise","痛い (いたい): painful, sore<br>痛み (いたみ): pain, ache, soreness, grief, distress<br>苦痛 (くつう): pain, agony, bitterness<br>頭痛 (ずつう): headache<br>痛感 (つうかん): feeling keenly, fully realizing",6,903
痢,痢,痢,1,AAA,リ,,,diarrhea,"下痢 (げり): diarrhea, diarrhoea",8,2037
痴,痴,痴,1,AAA,チ,"し·れる, おろか",,"stupid, foolish","愚痴 (ぐち): idle complaint, grumble",8,1663
療,療,疗,2,AAB,リョウ,,,"heal, cure","医療 (いりょう): medical care, medical treatment<br>治療 (ちりょう): (medical) treatment, care, therapy, cure, remedy<br>診療 (しんりょう): diagnosis and treatment, medical care",8,600
癒,癒,愈,2,AAB,ユ,"い·える, いや·す, い·やす",,"healing, cure, quench (thirst), wreak",,8,1667
癖,癖,癖,1,AAA,ヘキ,"くせ, くせ·に",,"mannerism, habit, vice, trait, fault, kink","癖 (くせ): habit (often a bad habit, i.e. vice), tendency",8,1973
発,發,发,5,ABC,"ハツ, ホツ","た·つ, あば·く, おこ·る, つか·わす, はな·つ","ば, わ","departure, discharge, publish, emit, start from, disclose, counter for gunshots","出発 (しゅっぱつ): departure<br>発音 (はつおん): pronunciation<br>発行 (はっこう): publication, issue (of journal, newspaper, etc.)<br>発展 (はってん): development, growth, expansion, extension, flourishing<br>発表 (はっぴょう): announcement, publication, presenting, statement, communique, making known, breaking (news story), expressing (one's opinion), releasing, unveiling",3,32
登,登,登,1,AAA,"トウ, ト, ドウ, ショウ, チョウ","のぼ·る, あ·がる","たか, のぼし, のぼり, のり","ascend, climb up","上る (のぼる): to ascend, to go up, to climb<br>登山 (とざん): mountain climbing<br>登場 (とうじょう): entry (on stage), appearance (on screen)<br>登録 (とうろく): registration, accession, register, entry, record<br>登校 (とうこう): attendance (at school), going to school",3,566
白,白,白,1,AAA,"ハク, ビャク","しろ, しら〜, しろ·い","あき, か, はっ",white,"白 (しろ): white<br>白い (しろい): white<br>面白い (おもしろい): interesting, fascinating, intriguing, enthralling<br>真っ白 (まっしろ): pure white<br>白髪 (しらが): white hair, grey hair, gray hair",1,483
百,百,百,1,AAA,"ヒャク, ビャク",もも,"お, ど, どう, なり, ひゃっ, ひゅく, も, もんど, ゆう",hundred,"１００ (ひゃく): 100, hundred<br>八百屋 (やおや): greengrocer, fruit and vegetable shop<br>百科事典 (ひゃっかじてん): encyclopedia, encyclopaedia",1,163
的,的,的,1,AAA,テキ,まと,"いくは, ゆくは","bull's eye, mark, target, object, adjective ending","目的 (もくてき): purpose, goal, aim, objective, intention<br>積極的 (せっきょくてき): positive, assertive, active, proactive, aggressive<br>消極的 (しょうきょくてき): negative, passive, half-hearted, unmotivated<br>的確 (てきかく): precise, accurate, appropriate, exactly the right<br>比較的 (ひかくてき): comparatively, relatively",4,105
皆,皆,皆,1,AAA,カイ,"みな, みんな",むな,"all, everything","皆 (みんな): everyone, everybody, all<br>皆さん (みなさん): all, everyone, everybody",8,1267
皇,皇,皇,1,AAA,"コウ, オウ",,"おうじ, おお, み",emperor,"天皇 (てんのう): Emperor of Japan<br>皇居 (こうきょ): Imperial Palace (of Japan), imperial residence",6,721
皮,皮,皮,1,AAA,ヒ,かわ,,"pelt, skin, hide, leather, skin radical (no. 107)","皮 (かわ): skin, hide, pelt, fur<br>皮膚 (ひふ): skin<br>皮肉 (ひにく): irony, sarcasm, cynicism, satire<br>毛皮 (けがわ): fur, skin, pelt",3,1092
皿,皿,皿,1,AAA,ベイ,さら,,"dish, a helping, plate","灰皿 (はいざら): ashtray<br>皿 (さら): plate, dish, platter, disc",3,1812
盆,盆,盆,1,AAA,ボン,,,"basin, lantern festival, tray",盆 (ぼん): tray<br>盆地 (ぼんち): basin (e.g. between mountains),8,1654
益,益,益,1,AAA,"エキ, ヤク",ま·す,"まし, ます","benefit, gain, profit, advantage","利益 (りえき): profit, gains<br>収益 (しゅうえき): earnings, proceeds, returns, revenue<br>有益 (ゆうえき): beneficial, profitable, useful, helpful, instructive",5,674
盗,盜,盗,3,ABA,トウ,"ぬす·む, ぬす·み",,"steal, rob, pilfer","盗む (ぬすむ): to steal<br>強盗 (ごうとう): robber, mugger<br>盗難 (とうなん): theft, robbery<br>盗み (ぬすみ): stealing",8,1051
盛,盛,盛,1,AAA,"セイ, ジョウ","も·る, さか·る, さか·ん",もり,"boom, prosper, copulate","盛ん (さかん): prosperous, flourishing, thriving, successful<br>盛り (さかり): height (e.g. of summer), peak (e.g. of cherry blossom season), (in) season, full bloom, full swing (of a party, etc.)<br>盛る (もる): to serve (in a bowl, on a plate, etc.), to dish out, to dish up, to fill (a bowl) with<br>全盛 (ぜんせい): height of prosperity<br>盛大 (せいだい): grand, magnificent, lavish, large scale, prosperous, thriving, lively",6,712
盟,盟,盟,1,AAA,メイ,,,"alliance, oath","連盟 (れんめい): league, federation, union, alliance<br>同盟 (どうめい): alliance, union, league",6,587
監,監,监,2,AAB,カン,,けん,"oversee, official, govt office, rule, administer","監督 (かんとく): supervision, control, superintendence, direction<br>監視 (かんし): monitoring, watching, observation, surveillance, guarding, supervision, lookout",8,408
盤,盤,盘,2,AAB,バン,,"ち, わ","tray, shallow bowl, platter, tub, board, phonograph record","基盤 (きばん): foundation, basis, base, footing, infrastructure<br>地盤 (じばん): ground, crust (earth), bed (gravel, river, etc.)<br>碁盤 (ごばん): Go board",8,881
目,目,目,1,AAA,"モク, ボク","め, 〜め, ま〜","さかん, さがん, さっか, さつか","eye, class, look, insight, experience, care, favor","駄目 (だめ): no good, not serving its purpose, useless, broken<br>真面目 (まじめ): serious, honest, sober, grave, earnest, steady<br>目的 (もくてき): purpose, goal, aim, objective, intention<br>目標 (もくひょう): mark, objective, target<br>注目 (ちゅうもく): notice, attention, observation",1,76
盲,盲,盲,1,AAA,モウ,めくら,,"blind, blind man, ignoramus",盲点 (もうてん): blind spot (on the retina),8,1767
直,直,直,1,AAA,"チョク, ジキ, ジカ","ただ·ちに, なお·す, 〜なお·す, なお·る, なお·き, す·ぐ","すぐ, なお, のう, のお","straightaway, honesty, frankness, fix, repair","治す (なおす): to cure, to heal<br>直接 (ちょくせつ): direct, immediate, personal, firsthand<br>直 (じき): soon, in a moment, before long, shortly<br>直ちに (ただちに): at once, immediately, right away, without delay<br>正直 (しょうじき): honest, frank, candid, straightforward",2,246
相,相,相,1,AAA,"ソウ, ショウ",あい〜,"あ, い, おう, さ, さが, すけ","inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy","相談 (そうだん): consultation, discussion, discussing, asking (somebody) for advice<br>首相 (しゅしょう): prime minister, chancellor (Germany, Austria, etc.), premier<br>相手 (あいて): companion, partner, company<br>相当 (そうとう): corresponding to (in meaning, function, etc.), being equivalent to<br>相続 (そうぞく): succession, inheritance",3,45
盾,盾,盾,1,AAA,ジュン,たて,,"shield, escutcheon, pretext","矛盾 (むじゅん): contradiction, inconsistency<br>盾 (たて): shield, buckler, escutcheon, pretext",8,1476
省,省,省,1,AAA,"セイ, ショウ","かえり·みる, はぶ·く","さとし, み","focus, government ministry, conserve","反省 (はんせい): reflection, reconsideration, introspection, meditation, contemplation<br>省略 (しょうりゃく): omission, abbreviation, abridgment, abridgement",4,548
看,看,看,1,AAA,カン,み·る,,"watch over, see","看護婦 (かんごふ): (female) nurse<br>看板 (かんばん): signboard, sign, billboard, hoarding, doorplate<br>看病 (かんびょう): nursing (a patient)<br>看護 (かんご): nursing, (army) nurse",6,1060
県,縣,县,5,ABC,ケン,か·ける,"あがた, がた",prefecture,県庁 (けんちょう): prefectural office,3,140
真,真,真,1,AAA,シン,"ま, ま〜, まこと","さな, さね, ただ, ただし, なお, のり, まあ, まこ, まさ, まっ, まど, まな, まゆ, みち, も","true, reality, Buddhist sect","写真 (しゃしん): photograph, photo, picture, snapshot, snap<br>真ん中 (まんなか): middle, centre, center, midpoint, heart<br>真面目 (まじめ): serious, honest, sober, grave, earnest, steady<br>真っ赤 (まっか): bright red, deep red, flushed (of face)<br>真剣 (しんけん): serious, earnest",3,279
眠,眠,眠,1,AAA,ミン,"ねむ·る, ねむ·い",ね,"sleep, die, sleepy","眠い (ねむい): sleepy, drowsy, somnolent<br>眠る (ねむる): to sleep<br>睡眠 (すいみん): sleep<br>居眠り (いねむり): nodding off (while sitting), dozing<br>冬眠 (とうみん): hibernation, winter sleep, torpor",8,1315
眺,眺,眺,1,AAA,チョウ,なが·める,,"stare, watch, look at, see, scrutinize","眺める (ながめる): to look at, to gaze at, to watch, to stare at<br>眺め (ながめ): scene, view, prospect, outlook",8,1726
眼,眼,眼,1,AAA,"ガン, ゲン","まなこ, め",,eyeball,"眼鏡 (めがね): glasses, eyeglasses, spectacles<br>目 (め): eye, eyeball<br>眼科 (がんか): ophthalmology<br>眼球 (がんきゅう): eyeball",5,1527
着,着,着,1,AAA,"チャク, ジャク","き·る, 〜ぎ, き·せる, 〜き·せ, つ·く, つ·ける",,"don, arrive, wear, counter for suits of clothing","着る (きる): to wear (in modern Japanese, from the shoulders down), to put on<br>上着 (うわぎ): coat, tunic, jacket, outer garment<br>着物 (きもの): kimono, Japanese traditional clothing (esp. full-length)<br>下着 (したぎ): underwear<br>到着 (とうちゃく): arrival",3,376
睡,睡,睡,1,AAA,スイ,"ねむ·る, ねむ·い",,"drowsy, sleep, die",睡眠 (すいみん): sleep,8,1739
督,督,督,1,AAA,トク,,"ただ, ただし","coach, command, urge, lead, supervise","監督 (かんとく): supervision, control, superintendence, direction",8,534
瞬,瞬,瞬,1,AAA,シュン,"またた·く, まじろ·ぐ",,"wink, blink, twinkle","瞬間 (しゅんかん): moment, second, instant<br>一瞬 (いっしゅん): instant, moment, for an instant",8,1265
矛,矛,矛,1,AAA,"ム, ボウ",ほこ,,"halberd, arms, festival float","矛盾 (むじゅん): contradiction, inconsistency",8,1538
矢,矢,矢,1,AAA,シ,や,,"dart, arrow",矢印 (やじるし): arrow (symbol)<br>矢 (や): arrow,2,1294
知,知,知,1,AAA,チ,"し·る, し·らせる","さと, さとる, しり, しれ, とも, のり","know, wisdom","知る (しる): to be aware of, to know, to be conscious of, to cognize, to cognise<br>承知 (しょうち): knowledge, awareness<br>知事 (ちじ): prefectural governor<br>知識 (ちしき): knowledge, information<br>知恵 (ちえ): wisdom, wit, sagacity, sense, intelligence",2,205
短,短,短,1,AAA,タン,みじか·い,,"short, brevity, fault, defect, weak point","短い (みじかい): short<br>短期 (たんき): short-term<br>長短 (ちょうたん): (relative) length<br>短編 (たんぺん): short (e.g. story, film)<br>短所 (たんしょ): defect, demerit, weak point, disadvantage",3,689
矯,矯,矫,2,AAB,キョウ,た·める,,"rectify, straighten, correct, reform, cure, control, pretend, falsify",,8,2105
石,石,石,1,AAA,"セキ, シャク, コク",いし,"いさ, いす, いわ, し, せっく, と",stone,"石鹸 (せっけん): soap<br>石油 (せきゆ): oil, petroleum<br>石炭 (せきたん): coal<br>宝石 (ほうせき): gem, jewel, precious stone<br>磁石 (じしゃく): magnet",1,342
砂,砂,砂,1,AAA,"サ, シャ",すな,"いさ, ご",sand,"砂糖 (さとう): sugar<br>砂 (すな): sand, grit<br>砂 (すな): sand, grit<br>砂漠 (さばく): desert<br>砂利 (じゃり): gravel, ballast, pebbles",6,1146
研,研,研,1,AAA,ケン,と·ぐ,のり,"polish, study of, sharpen","研究 (けんきゅう): study, research, investigation<br>研究室 (けんきゅうしつ): laboratory<br>研修 (けんしゅう): training (esp. in-service), induction course<br>研ぐ (とぐ): to sharpen, to hone, to whet, to grind",3,336
砕,碎,碎,4,ABB,サイ,"くだ·く, くだ·ける",,"smash, break, crush, familiar, popular",,8,1579
砲,砲,炮,2,AAB,ホウ,,づつ,"cannon, gun",鉄砲 (てっぽう): gun,8,1268
破,破,破,1,AAA,ハ,"やぶ·る, やぶ·れる, わ·れる",,"rend, rip, tear, break, destroy, defeat, frustrate","破産 (はさん): bankruptcy, insolvency<br>破る (やぶる): to tear, to rip, to break, to destroy<br>破片 (はへん): fragment, broken piece, splinter, chip, shard<br>破壊 (はかい): destruction, disruption<br>突破 (とっぱ): breaking through, breakthrough, penetration",5,590
硝,硝,硝,1,AAA,ショウ,,,"nitrate, saltpeter",,8,2154
硫,硫,硫,1,AAA,リュウ,,,sulphur,,8,1867
硬,硬,硬,1,AAA,コウ,かた·い,,"stiff, hard","硬い (かたい): hard, solid, tough<br>硬貨 (こうか): coin<br>強硬 (きょうこう): firm, strong, unbending, unyielding, uncompromising, stubborn, tough, hard-line",8,1101
碁,碁,碁,1,AAA,ゴ,,,Go,"碁 (ご): go, board game of capturing territory<br>碁盤 (ごばん): Go board",8,1609
碑,碑,碑,1,AAA,ヒ,いしぶみ,,"tombstone, monument","碑 (いしぶみ): stone monument bearing an inscription (esp. memorial for future generations), stele, stela",8,1792
確,確,确,2,AAB,"カク, コウ","たし·か, たし·かめる",,"assurance, firm, tight, hard, solid, confirm, clear, evident","確か (たしか): sure, certain, positive, definite<br>確実 (かくじつ): certain, sure, definite, reliable, sound, solid, safe, secure<br>明確 (めいかく): clear, precise, definite, distinct<br>確認 (かくにん): confirmation, verification, validation, review, check, affirmation, identification<br>確かめる (たしかめる): to ascertain, to check, to make sure",5,252
磁,磁,磁,1,AAA,ジ,,,"magnet, porcelain","磁石 (じしゃく): magnet<br>磁気 (じき): magnetism<br>磁器 (じき): porcelain (esp. hard-paste porcelain), china, chinaware",6,1686
磨,磨,磨,1,AAA,マ,"みが·く, す·る",おさむ,"grind, polish, scour, improve, brush (teeth)","歯磨き (はみがき): dental brushing, brushing one's teeth",8,1608
礁,礁,礁,1,AAA,ショウ,,,"reef, sunken rock",,8,1977
礎,礎,础,2,AAB,ソ,いしずえ,もと,"cornerstone, foundation stone","基礎 (きそ): foundation, basis",8,1224
示,示,示,1,AAA,"ジ, シ",しめ·す,,"show, indicate, point out, express, display","示す (しめす): to (take out and) show, to demonstrate, to tell, to exemplify, to make apparent<br>掲示 (けいじ): notice, bulletin, post, posting, placard<br>展示 (てんじ): exhibition, display<br>提示 (ていじ): presentation, exhibit, suggest, citation<br>暗示 (あんじ): hint, suggestion",5,237
礼,禮,礼,3,ABA,"レイ, ライ",,"あや, なり, のり, ひろし, れ","salute, bow, ceremony, thanks, remuneration","失礼 (しつれい): discourtesy, impoliteness<br>お礼 (おれい): thanks, gratitude<br>礼 (れい): thanks, gratitude<br>礼儀 (れいぎ): manners, courtesy, etiquette<br>無礼 (ぶれい): impolite, rude",3,1185
社,社,社,1,AAA,シャ,やしろ,こそ,"company, firm, office, association, shrine","会社 (かいしゃ): company, corporation<br>社会 (しゃかい): society, public, community, the world<br>社長 (しゃちょう): company president, manager, director<br>神社 (じんじゃ): Shinto shrine<br>新聞社 (しんぶんしゃ): newspaper company",2,21
祈,祈,祈,1,AAA,キ,いの·る,"のり, れい","pray, wish","祈る (いのる): to pray, to wish<br>祈り (いのり): prayer, supplication",8,1462
祉,祉,祉,1,AAA,シ,,,"welfare, happiness","福祉 (ふくし): welfare, well-being, social welfare, social security, social service",8,1063
祖,祖,祖,1,AAA,ソ,,い,"ancestor, pioneer, founder",祖父 (そふ): grandfather<br>祖母 (そぼ): grandmother<br>先祖 (せんぞ): ancestor<br>祖先 (そせん): ancestor,5,1226
祝,祝,祝,1,AAA,"シュク, シュウ",いわ·う,"のり, ほぎ, ゆわい","celebrate, congratulate","祝い (いわい): congratulation, congratulations, celebration, festival<br>祝う (いわう): to celebrate, to congratulate, to observe (a festival)<br>祝日 (しゅくじつ): national holiday, public holiday<br>祝賀 (しゅくが): celebration, congratulations",4,1184
神,神,神,1,AAA,"シン, ジン","かみ, かん〜, こう〜","か, かぐ, かな, かも, くま, こ, こは, だま, み","gods, mind, soul","神社 (じんじゃ): Shinto shrine<br>精神 (せいしん): mind, spirit, soul, heart, ethos<br>神 (かみ): god, deity, divinity, spirit, kami<br>神経 (しんけい): nerve<br>神話 (しんわ): myth, legend",3,347
祥,祥,祥,1,AAA,ショウ,"さいわ·い, きざ·し, よ·い, つまび·らか","あき, さか, さち, ひろ, まさ, やす, ゆき, よし, あきら, さき, さむ, ただ, なか, なが","auspicious, happiness, blessedness, good omen, good fortune",,8,1273
票,票,票,1,AAA,ヒョウ,,,"ballot, label, ticket, sign","投票 (とうひょう): voting, poll<br>票 (ひょう): vote, ballot",4,489
祭,祭,祭,1,AAA,サイ,"まつ·る, まつ·り, まつり",,"ritual, offer prayers, celebrate, deify, enshrine, worship","祭り (まつり): festival, feast<br>祭る (まつる): to deify, to enshrine",3,1124
禁,禁,禁,1,AAA,キン,,,"prohibition, ban, forbid","禁止 (きんし): prohibition, inhibition, ban<br>禁煙 (きんえん): abstaining from smoking, quitting smoking<br>禁じる (きんじる): to prohibit<br>禁物 (きんもつ): thing that should be (carefully) avoided, no-no, thing to definitely not do, something forbidden, taboo<br>禁ずる (きんずる): to forbid, to suppress",5,681
禅,禪,禅,5,ABC,"ゼン, セン","しずか, ゆず·る",,"Zen, silent meditation",禅 (ぜん): dhyana (profound meditation),8,1902
禍,禍,祸,2,AAB,カ,わざわい,,"calamity, misfortune, evil, curse",,8,2010
